PROBLEM_ID,PROBLEM_HASH,PROBLEM_TITLE,PROBLEM_LEVEL,PROBLEM_TAGS
1068,106800,트리,11,"['depth-first search', 'graph theory', 'graph traversal', 'tree']"
1069,106900,집으로,13,"['ad-hoc', 'case work', 'geometry']"
1070,107000,김지민의 침략,20,"['maximum flow', 'max-flow min-cut theorem']"
1071,107100,소트,16,['greedy']
1072,107200,게임,7,"['binary search', 'mathematics']"
1073,107300,도미노,18,"['eulerian path / circuit', 'graph theory', 'mathematics']"
1074,107400,Z,10,"['divide and conquer', 'recursion']"
1075,107500,나누기,4,"['bruteforcing', 'mathematics']"
1076,107600,저항,4,['implementation']
1077,107700,넓이,20,"['convex hull', 'geometry', 'line segment intersection check', 'point in convex polygon check', 'area of a polygon']"
1078,107800,뒤집음,20,"['bruteforcing', 'mathematics']"
1079,107900,마피아,14,['bruteforcing']
1080,108000,행렬,10,['greedy']
1081,108100,합,15,['mathematics']
1082,108200,방 번호,13,"['dynamic programming', 'greedy']"
1083,108300,소트,11,"['greedy', 'sorting']"
1084,108400,방 번호 2,19,"['greedy', 'implementation']"
1085,108500,직사각형에서 탈출,3,"['geometry', 'mathematics']"
1086,108600,박성원,16,"['bitmask', 'dynamic programming', 'dynamic programming using bitfield']"
1087,108700,쥐 잡기,17,['ternary search']
1088,108800,케이크,18,['greedy']
1089,108900,스타트링크 타워,12,"['implementation', 'mathematics', 'probability theory']"
1090,109000,체커,17,['bruteforcing']
1091,109100,카드 섞기,12,"['implementation', 'simulation']"
1092,109200,배,11,"['greedy', 'sorting']"
1093,109300,스티커 수집,18,"['bruteforcing', 'meet in the middle']"
1094,109400,막대기,6,"['bitmask', 'mathematics']"
1095,109500,마법의 구슬,15,"['mathematics', 'number theory', 'primality test', 'sieve of eratosthenes']"
1096,109600,종이 접기,18,['bruteforcing']
1097,109700,마법의 문자열,16,"['bruteforcing', 'knuth–morris–pratt', 'string']"
1098,109800,쌍둥이 마을,19,"['bitmask', 'dynamic programming', 'dynamic programming using bitfield']"
1099,109900,알 수 없는 문장,13,['dynamic programming']
1100,110000,하얀 칸,4,"['implementation', 'string']"
1101,110100,카드 정리 1,12,"['bruteforcing', 'greedy']"
1102,110200,발전소,16,"['bitmask', 'dynamic programming', 'dynamic programming using bitfield']"
1103,110300,게임,14,"['depth-first search', 'dynamic programming', 'graph theory', 'graph traversal']"
1104,110400,패턴,17,"['case work', 'implementation', 'mathematics', 'string']"
1105,110500,팔,10,"['greedy', 'mathematics']"
1106,110600,호텔,11,"['dynamic programming', 'knapsack']"
1107,110700,리모컨,11,['bruteforcing']
1108,110800,검색 엔진,18,"['data structures', 'graph theory', 'set / map by hashing', 'strongly connected component', 'topological sorting']"
1109,110900,섬,17,"['breadth-first search', 'depth-first search', 'graph theory', 'graph traversal', 'implementation']"
1110,111000,더하기 사이클,5,"['implementation', 'mathematics']"
1111,111100,IQ Test,13,"['bruteforcing', 'case work', 'implementation', 'mathematics']"
1112,111200,진법 변환,14,"['implementation', 'mathematics', 'number theory']"
1113,111300,수영장 만들기,15,"['breadth-first search', 'graph theory', 'graph traversal', 'implementation', 'simulation']"
1114,111400,통나무 자르기,15,"['binary search', 'greedy', 'parametric search']"
1115,111500,순열,15,['graph theory']
1116,111600,순열 2,19,"['graph theory', 'greedy']"
1117,111700,색칠 1,11,"['implementation', 'mathematics']"
1118,111800,색칠 2,19,"['geometry', 'implementation', 'sorting', 'sweeping']"
1119,111900,그래프,15,"['graph theory', 'graph traversal']"
1120,112000,문자열,7,"['bruteforcing', 'string']"
1121,112100,도형,18,"['dynamic programming', 'mathematics']"
1122,112200,뒤집기,17,"['breadth-first search', 'case work', 'graph theory', 'graph traversal', 'mathematics']"
1123,112300,셔플,22,"['exponentiation by squaring', 'mathematics']"
1124,112400,언더프라임,9,"['mathematics', 'number theory', 'primality test', 'sieve of eratosthenes']"
1125,112500,바닥 장식,17,"['case work', 'greedy', 'mathematics']"
1126,112600,같은 탑,18,['dynamic programming']
1127,112700,떡국,22,"['maximum flow', 'max-flow min-cut theorem']"
1128,112800,피보나치 냅색,19,"['backtracking', 'dynamic programming', 'mathematics']"
1129,112900,키,18,"['greedy', 'sorting']"
1130,113000,종이 레이싱,21,"['breadth-first search', 'geometry', 'graph theory', 'graph traversal', 'line segment intersection check']"
1131,113100,숫자,16,"['depth-first search', 'dynamic programming', 'graph theory', 'graph traversal']"
1132,113200,합,13,['greedy']
1133,113300,반복되지 않는 단어,15,"['backtracking', 'recursion']"
1134,113400,식,21,"['bruteforcing', 'dynamic programming', 'implementation']"
1135,113500,뉴스 전하기,14,"['dynamic programming', 'dynamic programming on trees', 'greedy', 'sorting', 'tree']"
1136,113600,조각 놓기,16,['dynamic programming']
1137,113700,로봇 레이스,17,['dynamic programming']
1138,113800,한 줄로 서기,9,['implementation']
1139,113900,울타리,15,"['bitmask', 'dynamic programming', 'dynamic programming using bitfield']"
1140,114000,요금,18,"['greedy', 'implementation', 'mathematics', 'number theory']"
1141,114100,접두사,9,"['sorting', 'string']"
1142,114200,피자,18,['geometry']
1143,114300,경찰,19,"['graph theory', 'strongly connected component']"
1144,114400,싼 비용,23,"['dynamic programming', 'dynamic programming using connection profile']"
1145,114500,적어도 대부분의 배수,5,['bruteforcing']
1146,114600,지그재그 서기,16,"['combinatorics', 'dynamic programming', 'mathematics']"
1147,114700,BOJ 소풍,18,"['combinatorics', 'geometry', 'mathematics']"
1148,114800,단어 만들기,11,"['implementation', 'string']"
1149,114900,RGB거리,10,['dynamic programming']
1150,115000,백업,22,"['data structures', 'greedy', 'priority queue']"
1151,115100,그림자,17,"['case work', 'geometry', 'geometry; 3d', 'area of a polygon']"
1152,115200,단어의 개수,4,"['implementation', 'string']"
1153,115300,네 개의 소수,12,"['mathematics', 'number theory', 'primality test', 'sieve of eratosthenes']"
1154,115400,팀 편성,16,"['graph theory', 'graph traversal']"
1155,115500,변형 하노이,17,"['ad-hoc', 'dynamic programming']"
1156,115600,장난감,21,"['data structures', 'deque', 'greedy', 'ternary search']"
1157,115700,단어 공부,5,"['implementation', 'string']"
1158,115800,요세푸스 문제,7,"['data structures', 'queue']"
1159,115900,농구 경기,4,"['implementation', 'string']"
1160,116000,Random Number Generator,16,"['exponentiation by squaring', 'mathematics']"
1161,116100,버스,19,"['data structures', 'greedy', 'segment tree with lazy propagation', 'segment tree']"
1162,116200,도로포장,15,"[""dijkstra's"", 'dynamic programming', 'graph theory']"
1163,116300,증가하는 리스트,21,"['dynamic programming', 'implementation', 'string']"
1164,116400,가리기,20,"['ad-hoc', 'backtracking', 'greedy']"
1165,116500,단어퍼즐,22,"['data structures', 'depth-first search', 'graph theory', 'graph traversal', 'hashing', 'heuristics', 'parsing', 'precomputation', 'string', 'tree', 'trie']"
1166,116600,선물,8,['binary search']
1167,116700,트리의 지름,14,"['depth-first search', 'graph theory', 'graph traversal', 'tree']"
1168,116800,요세푸스 문제 2,18,"['data structures', 'segment tree']"
1169,116900,정사각형 진열,15,"['geometry', 'greedy']"
1170,117000,선인장의 개수,18,"['cactus', 'depth-first search', 'graph theory', 'graph traversal']"
1171,117100,사오정,20,['dynamic programming']
1172,117200,선인장 Automorphisms,24,[]
1173,117300,운동,4,"['implementation', 'simulation']"
1174,117400,줄어드는 수,11,"['backtracking', 'bruteforcing']"
1175,117500,배달,15,"['breadth-first search', 'graph theory', 'graph traversal']"
1176,117600,섞기,15,"['bitmask', 'dynamic programming', 'dynamic programming using bitfield']"
1177,117700,조쌤포스,16,"['case work', 'geometry', 'mathematics', 'sweeping']"
1178,117800,간선 추가,16,"['eulerian path / circuit', 'graph theory']"
1179,117900,마지막 요세푸스 문제,19,"['dynamic programming', 'mathematics', 'recursion']"
1180,118000,선인장의 지름,23,"['biconnected component', 'cactus', 'data structures', 'dynamic programming', 'dynamic programming on trees', 'graph theory', 'tree']"
1181,118100,단어 정렬,6,"['sorting', 'string']"
1182,118200,부분수열의 합,9,"['backtracking', 'bruteforcing']"
1183,118300,약속,8,"['mathematics', 'sorting']"
1184,118400,귀농,15,"['bruteforcing', 'data structures', 'set / map by hashing', 'prefix sum']"
1185,118500,유럽여행,17,"['graph theory', 'minimum spanning tree']"
1186,118600,직사각형 색칠하기,12,"['case work', 'greedy', 'sorting']"
1187,118700,숫자 놀이,21,"['constructive', 'divide and conquer', 'mathematics']"
1188,118800,음식 평론가,11,"['euclidean algorithm', 'mathematics', 'number theory']"
1189,118900,컴백홈,10,"['backtracking', 'bruteforcing', 'graph theory', 'graph traversal']"
1190,119000,골 세레모니,23,[]
1191,119100,게임,21,"['breadth-first search', 'data structures', 'dynamic programming', 'game theory', 'graph theory', 'graph traversal', 'set / map by hashing', 'set / map by trees']"
1192,119200,장갑,23,['mathematics']
1193,119300,분수찾기,5,"['implementation', 'mathematics']"
1194,119400,"달이 차오른다, 가자.",15,"['breadth-first search', 'bitmask', 'graph theory', 'graph traversal']"
1195,119500,킥다운,11,"['bruteforcing', 'implementation']"
1196,119600,잭 바우어,22,"['arbitrary precision / big integers', 'calculus', 'mathematics', 'numerical analysis']"
1197,119700,최소 스패닝 트리,12,"['graph theory', 'minimum spanning tree']"
1198,119800,삼각형으로 자르기,9,"['bruteforcing', 'geometry', 'mathematics']"
1199,119900,오일러 회로,17,"['depth-first search', 'eulerian path / circuit', 'graph theory', 'graph traversal']"
1200,120000,기상예측,17,"['binary search', 'bruteforcing', 'dynamic programming', 'prefix sum']"
1201,120100,NMK,18,"['constructive', 'greedy', 'mathematics']"
1202,120200,보석 도둑,14,"['data structures', 'greedy', 'priority queue', 'sorting']"
1203,120300,게임,16,['mathematics']
1204,120400,팰린드롬의 개수,21,['dynamic programming']
1205,120500,등수 구하기,7,['implementation']
1206,120600,사람의 수,8,"['bruteforcing', 'mathematics']"
1207,120700,종이 자르기,14,"['backtracking', 'implementation']"
1208,120800,부분수열의 합 2,15,"['binary search', 'meet in the middle']"
1209,120900,단조수열 만들기,17,['dynamic programming']
1210,121000,마피아,20,"['maximum flow', 'max-flow min-cut theorem']"
1211,121100,보일의 법칙,21,"['dynamic programming', 'mathematics', 'number theory']"
1212,121200,8진수 2진수,4,"['implementation', 'mathematics', 'string']"
1213,121300,팰린드롬 만들기,8,"['greedy', 'implementation', 'string']"
1214,121400,쿨한 물건 구매,16,"['bruteforcing', 'mathematics', 'number theory']"
1215,121500,잘못 작성한 요세푸스 코드,17,"['mathematics', 'number theory']"
1217,121700,하우스 M.D.,17,"['2-sat', 'graph theory', 'strongly connected component']"
1218,121800,로봇,25,"['value / coordinate compression', 'data structures', 'geometry', 'implementation', 'segment tree with lazy propagation', 'longest increasing sequence in o(n log n)', 'area of a polygon', 'segment tree', 'stack', 'sweeping']"
1219,121900,오민식의 고민,15,"['bellman–ford', 'graph theory', 'graph traversal']"
1220,122000,MEGACITY,19,"['value / coordinate compression', ""dijkstra's"", 'graph theory', 'graph traversal']"
1221,122100,가까운 점,19,"['data structures', 'divide and conquer', 'geometry', 'geometry; 3d', 'set / map by hashing', 'randomization', 'sorting', 'sweeping']"
1222,122200,홍준 프로그래밍 대회,14,"['mathematics', 'number theory']"
1223,122300,마법의 돌,0,[]
1224,122400,분수,20,"['extended euclidean algorithm', 'mathematics', 'number theory']"
1225,122500,이상한 곱셈,4,"['implementation', 'mathematics', 'string']"
1226,122600,국회,17,"['dynamic programming', 'greedy', 'knapsack']"
1227,122700,그녀의 마음,19,"['ad-hoc', 'breadth-first search', 'case work', 'graph theory', 'graph traversal', 'mathematics']"
1228,122800,전쟁,17,"['data structures', 'dynamic programming', 'dynamic programming on trees', 'set / map by hashing', 'knapsack', 'tree']"
1229,122900,육각수,12,"['dynamic programming', 'mathematics', 'precomputation']"
1230,123000,문자열 거리,15,['dynamic programming']
1231,123100,주식왕 동호,15,"['dynamic programming', 'knapsack']"
1232,123200,체스,22,"['ad-hoc', 'bruteforcing', 'graph theory', 'graph traversal']"
1233,123300,주사위,4,"['bruteforcing', 'implementation']"
1234,123400,크리스마스 트리,14,"['combinatorics', 'dynamic programming', 'mathematics']"
1235,123500,학생 번호,7,"['implementation', 'string']"
1236,123600,성 지키기,5,['implementation']
1237,123700,정ㅋ벅ㅋ,0,[]
1238,123800,파티,13,"[""dijkstra's"", 'graph theory']"
1239,123900,차트,11,['bruteforcing']
1240,124000,노드사이의 거리,11,"['breadth-first search', 'depth-first search', 'graph theory', 'graph traversal', 'tree']"
1241,124100,머리 톡톡,11,"['mathematics', 'number theory', 'primality test']"
1242,124200,소풍,14,"['mathematics', 'number theory']"
1243,124300,팰린드롬,22,['dynamic programming']
1244,124400,스위치 켜고 끄기,7,"['implementation', 'simulation']"
1245,124500,농장 관리,11,"['breadth-first search', 'depth-first search', 'graph theory', 'graph traversal']"
1246,124600,온라인 판매,7,"['greedy', 'sorting']"
1247,124700,부호,3,"['arbitrary precision / big integers', 'arithmetic', 'mathematics']"
1248,124800,Guess,13,"['backtracking', 'bruteforcing']"
1249,124900,워드똑똑,18,"['case work', 'combinatorics', 'dynamic programming', 'exponentiation by squaring', 'inclusion and exclusion', 'mathematics', 'number theory']"
1250,125000,색칠된 공들,24,"['data structures', 'priority queue']"
1251,125100,단어 나누기,6,"['bruteforcing', 'implementation', 'sorting', 'string']"
1252,125200,이진수 덧셈,4,"['arithmetic', 'implementation', 'mathematics']"
1253,125300,좋다,12,"['binary search', 'data structures', 'set / map by hashing', 'sorting', 'two-pointer']"
1254,125400,팰린드롬 만들기,9,"['bruteforcing', 'string']"
1255,125500,전쟁 - 선전포고,17,"[""dijkstra's"", 'graph theory']"
1256,125600,사전,14,"['combinatorics', 'dynamic programming', 'mathematics']"
1257,125700,엄청난 부자,20,"[""dijkstra's"", 'dynamic programming', 'graph theory', 'mathematics']"
1258,125800,문제 할당,18,"['maximum flow', 'minimum cost maximum flow']"
1259,125900,팰린드롬수,5,"['implementation', 'string']"
1260,126000,DFS와 BFS,9,"['graph theory', 'graph traversal', 'breadth-first search', 'depth-first search']"
1261,126100,알고스팟,12,"['0-1 bfs', ""dijkstra's"", 'graph theory']"
1262,126200,알파벳 다이아몬드,9,['implementation']
1263,126300,시간 관리,10,"['greedy', 'sorting']"
1264,126400,모음의 개수,2,"['implementation', 'string']"
1265,126500,순열,18,"['arbitrary precision / big integers', 'bitmask', 'dynamic programming', 'dynamic programming using bitfield']"
1266,126600,일어나!,23,"['geometry', 'line segment intersection check', 'sweeping']"
1267,126700,핸드폰 요금,3,"['arithmetic', 'mathematics']"
1268,126800,임시 반장 정하기,5,['implementation']
1269,126900,대칭 차집합,7,"['data structures', 'set / map by hashing', 'set / map by trees']"
1270,127000,전쟁 - 땅따먹기,8,"['data structures', 'implementation', 'boyer–moore majority vote', 'set / map by trees']"
1271,127100,엄청난 부자2,1,"['arbitrary precision / big integers', 'arithmetic', 'mathematics']"
1272,127200,특별 노드,14,"['dynamic programming', 'dynamic programming on trees', 'tree']"
1273,127300,샷,18,"['data structures', 'prefix sum', 'segment tree']"
1274,127400,커피숍1,0,[]
1275,127500,커피숍2,15,"['segment tree', 'data structures']"
1276,127600,PLATFORME,10,['sorting']
1277,127700,발전소 설치,12,"[""dijkstra's"", 'graph theory']"
1278,127800,연극,13,"['mathematics', 'recursion']"
1279,127900,내멋대로 주사위,15,"['combinatorics', 'dynamic programming', 'knapsack', 'mathematics']"
1280,128000,나무 심기,17,"['data structures', 'segment tree']"
1281,128100,보석상,22,"['duality', 'maximum flow', 'hungarian', 'linear programming', 'minimum cost maximum flow']"
1282,128200,P-수열,20,['dynamic programming']
1283,128300,단축키 지정,9,"['implementation', 'string']"
1284,128400,집 주소,3,"['arithmetic', 'implementation', 'mathematics']"
1285,128500,동전 뒤집기,14,"['bitmask', 'bruteforcing', 'greedy']"
1286,128600,부분 직사각형,10,"['combinatorics', 'mathematics']"
1287,128700,할 수 있다,15,"['arithmetic', 'case work', 'implementation', 'mathematics', 'parsing', 'string']"
1288,128800,전쟁 - 국지전,21,[]
1289,128900,트리의 가중치,18,"['dynamic programming', 'dynamic programming on trees', 'mathematics', 'tree']"
1290,129000,배럭,20,"['bruteforcing', 'greedy', 'implementation', 'mathematics', 'simulation']"
1291,129100,이면수와 임현수,8,"['case work', 'implementation', 'mathematics', 'number theory', 'primality test']"
1292,129200,쉽게 푸는 문제,5,"['implementation', 'mathematics']"
1293,129300,생물농축,18,"['depth-first search', 'dynamic programming', 'graph theory', 'graph traversal', 'knapsack', 'topological sorting']"
1294,129400,문자열 장식,18,"['greedy', 'sorting', 'string']"
1295,129500,평면도,24,[]
1296,129600,팀 이름 정하기,5,"['implementation', 'string']"
1297,129700,TV 크기,4,"['pythagoras theorem', 'geometry']"
1298,129800,노트북의 주인을 찾아서,17,['bipartite matching']
1299,129900,전쟁 - 탈출편2,17,"[""dijkstra's"", 'graph theory']"
1300,130000,K번째 수,14,"['binary search', 'parametric search']"
1301,130100,비즈 공예,13,['dynamic programming']
1302,130200,베스트셀러,7,"['data structures', 'set / map by hashing', 'sorting', 'string']"
1303,130300,전쟁 - 전투,10,"['breadth-first search', 'depth-first search', 'graph theory', 'graph traversal']"
1304,130400,지역,12,"['bruteforcing', 'graph theory', 'graph traversal']"
1305,130500,광고,17,"['knuth–morris–pratt', 'string']"
1306,130600,달려라 홍준,16,"['data structures', 'segment tree', 'sliding window']"
1307,130700,마방진,17,"['ad-hoc', 'implementation', 'mathematics']"
1308,130800,D-Day,6,['implementation']
1309,130900,동물원,10,['dynamic programming']
1310,131000,달리기 코스,18,"['convex hull', 'geometry', 'rotating calipers']"
1311,131100,할 일 정하기 1,15,"['bitmask', 'dynamic programming', 'dynamic programming using bitfield']"
1312,131200,소수,6,['mathematics']
1314,131400,동굴 탐험,19,"['bitmask', ""dijkstra's"", 'dynamic programming', 'dynamic programming using bitfield', 'graph theory']"
1315,131500,RPG,18,['dynamic programming']
1316,131600,그룹 단어 체커,6,"['implementation', 'string']"
1317,131700,그룹 단어,0,[]
1318,131800,포커,13,"['bruteforcing', 'case work', 'implementation', 'precomputation']"
1319,131900,지민 vs 한수,13,"['geometry', 'sweeping']"
1321,132100,군인,17,"['binary search', 'data structures', 'segment tree']"
1322,132200,X와 K,12,"['bitmask', 'mathematics']"
1323,132300,숫자 연결하기,12,"['mathematics', 'number theory', 'pigeonhole principle']"
1324,132400,젠장,14,['dynamic programming']
1325,132500,효율적인 해킹,10,"['breadth-first search', 'depth-first search', 'graph theory', 'graph traversal']"
1326,132600,폴짝폴짝,9,"['breadth-first search', 'graph theory', 'graph traversal']"
1327,132700,소트 게임,11,"['breadth-first search', 'data structures', 'graph theory', 'graph traversal', 'set / map by hashing', 'set / map by trees']"
1328,132800,고층 빌딩,16,"['combinatorics', 'dynamic programming', 'mathematics']"
1329,132900,증가 수열,15,[]
1330,133000,두 수 비교하기,1,['implementation']
1331,133100,나이트 투어,6,"['implementation', 'simulation']"
1332,133200,풀자,13,['bruteforcing']
1333,133300,부재중 전화,4,"['implementation', 'simulation']"
1334,133400,다음 팰린드롬 수,11,[]
1335,133500,여섯 쌍 서로소,24,"['chinese remainder theorem', 'discrete logarithm', 'fast fourier transform', 'mathematics', 'möbius inversion', 'number theory']"
1336,133600,수열의 개수 NKD,17,"['dynamic programming', 'prefix sum']"
1337,133700,올바른 배열,7,"['implementation', 'sorting', 'two-pointer']"
1338,133800,알 수 없는 번호,12,"['case work', 'mathematics']"
1339,133900,단어 수학,12,['greedy']
1340,134000,연도 진행바,6,"['implementation', 'parsing', 'string']"
1341,134100,사이좋은 형제,13,"['implementation', 'mathematics']"
1342,134200,행운의 문자열,10,['bruteforcing']
1343,134300,폴리오미노,6,['greedy']
1344,134400,축구,12,"['combinatorics', 'dynamic programming', 'mathematics', 'probability theory']"
1345,134500,등차수열,14,"['arbitrary precision / big integers', 'mathematics', 'parametric search']"
1346,134600,탑을 향해서,18,"['dynamic programming', 'graph theory', 'strongly connected component']"
1347,134700,미로 만들기,8,"['implementation', 'simulation']"
1348,134800,주차장,19,"['breadth-first search', 'binary search', 'bipartite matching', 'graph theory', 'graph traversal']"
1349,134900,건축가의 나라,0,[]
1350,135000,진짜 공간,4,"['arithmetic', 'mathematics']"
1351,135100,무한 수열,11,"['data structures', 'dynamic programming', 'set / map by hashing']"
1352,135200,문자열,15,"['backtracking', 'greedy']"
1353,135300,합과 곱,16,['mathematics']
1354,135400,무한 수열 2,11,"['data structures', 'dynamic programming', 'set / map by hashing', 'set / map by trees']"
1355,135500,구멍난 케이크 자르기,14,"['depth-first search', 'graph theory', 'graph traversal', 'implementation', 'mathematics']"
1356,135600,유진수,5,"['arithmetic', 'implementation', 'mathematics', 'string']"
1357,135700,뒤집힌 덧셈,4,"['implementation', 'string']"
1358,135800,하키,7,['geometry']
1359,135900,복권,7,"['bruteforcing', 'combinatorics', 'mathematics', 'probability theory']"
1360,136000,되돌리기,11,['implementation']
1361,136100,두 스트링 마스크,0,[]
1362,136200,펫,4,['implementation']
1363,136300,트리,0,[]
1364,136400,울타리 치기,11,['mathematics']
1365,136500,꼬인 전깃줄,14,"['binary search', 'longest increasing sequence in o(n log n)']"
1366,136600,기타 코드,0,[]
1367,136700,타브 악보,0,[]
1368,136800,물대기,14,"['graph theory', 'minimum spanning tree']"
1369,136900,배열값,16,"['dynamic programming', 'greedy', 'mathematics']"
1370,137000,전쟁 - 화계가 아닌 수계,22,[]
1371,137100,가장 많은 글자,4,"['implementation', 'string']"
1372,137200,단어 합치기,19,"['breadth-first search', 'bitmask', 'dynamic programming', 'dynamic programming using bitfield', 'graph theory', 'graph traversal', 'string']"
1373,137300,2진수 8진수,5,"['mathematics', 'string']"
1374,137400,강의실,11,"['data structures', 'greedy', 'priority queue', 'sorting']"
1375,137500,나이,14,"['data structures', 'depth-first search', 'graph theory', 'graph traversal', 'set / map by hashing', 'string']"
1376,137600,민식우선탐색,18,"['binary search', 'data structures', 'depth-first search', 'graph theory', 'graph traversal', 'segment tree']"
1377,137700,버블 소트,14,['sorting']
1378,137800,증가 수열,0,[]
1379,137900,강의실 2,13,"['data structures', 'greedy', 'priority queue', 'sorting']"
1380,138000,귀걸이,6,"['implementation', 'string']"
1381,138100,요구르트의 유통기한,0,[]
1384,138400,메시지,6,['implementation']
1385,138500,벌집,16,"['breadth-first search', 'graph theory', 'graph traversal', 'implementation']"
1386,138600,f와 g,25,"['divide and conquer', 'fast fourier transform', 'mathematics']"
1387,138700,행렬 교환,0,[]
1388,138800,바닥 장식,8,"['breadth-first search', 'depth-first search', 'graph theory', 'graph traversal', 'implementation']"
1389,138900,케빈 베이컨의 6단계 법칙,10,"['breadth-first search', 'floyd–warshall', 'graph theory', 'graph traversal']"
1390,139000,테트리스,19,"['bitmask', 'case work', 'dynamic programming', 'dynamic programming using bitfield', 'implementation']"
1391,139100,종이접기,19,"['ad-hoc', 'data structures', 'sorting', 'stack']"
1392,139200,노래 악보,4,['implementation']
